continent,iso_code,location,year,month,weekday,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,stringency_index
Asia,IND,India,2020,9,6,2020-09-06,4204613.0,90802.0,71642.0,1016.0,3046.811,65.798,51.914,0.736,1.08,81.02
Asia,IND,India,2020,9,0,2020-09-07,4280422.0,75809.0,72775.0,1133.0,3101.745,54.934,52.735,0.821,1.08,81.02
Asia,IND,India,2020,9,1,2020-09-08,4370128.0,89706.0,73890.0,1115.0,3166.749,65.004,53.543,0.808,1.07,81.02
Asia,IND,India,2020,9,2,2020-09-09,4465863.0,95735.0,75062.0,1172.0,3236.122,69.373,54.393,0.849,1.07,81.02
Asia,IND,India,2020,9,3,2020-09-10,4562414.0,96551.0,76271.0,1209.0,3306.087,69.964,55.269,0.876,1.07,81.02
Asia,IND,India,2020,9,4,2020-09-11,4659984.0,97570.0,77472.0,1201.0,3376.789,70.703,56.139,0.87,1.06,81.02
Asia,IND,India,2020,9,5,2020-09-12,4754356.0,94372.0,78586.0,1114.0,3445.175,68.385,56.946,0.807,1.05,81.02
Asia,IND,India,2020,9,6,2020-09-13,4846427.0,92071.0,79722.0,1136.0,3511.892,66.718,57.769,0.823,1.05,81.02
Asia,IND,India,2020,9,0,2020-09-14,4930236.0,83809.0,80776.0,1054.0,3572.623,60.731,58.533,0.764,1.04,81.02
Asia,IND,India,2020,9,1,2020-09-15,5020359.0,90123.0,82066.0,1290.0,3637.93,65.306,59.468,0.935,1.03,81.02
Asia,IND,India,2020,9,2,2020-09-16,5118253.0,97894.0,83198.0,1132.0,3708.867,70.937,60.288,0.82,1.03,81.02
Asia,IND,India,2020,9,3,2020-09-17,5214677.0,96424.0,84372.0,1174.0,3778.739,69.872,61.139,0.851,1.02,81.02
Asia,IND,India,2020,9,4,2020-09-18,5308014.0,93337.0,85619.0,1247.0,3846.375,67.635,62.043,0.904,1.02,81.02
Asia,IND,India,2020,9,5,2020-09-19,5400619.0,92605.0,86752.0,1133.0,3913.48,67.105,62.864,0.821,1.01,81.02
Asia,IND,India,2020,9,6,2020-09-20,5487580.0,86961.0,87882.0,1130.0,3976.495,63.015,63.682,0.819,1.0,81.02
Asia,IND,India,2020,9,0,2020-09-21,5562663.0,75083.0,88935.0,1053.0,4030.902,54.408,64.445,0.763,0.99,75.46
Asia,IND,India,2020,9,1,2020-09-22,5646010.0,83347.0,90020.0,1085.0,4091.299,60.396,65.232,0.786,0.99,75.46
Asia,IND,India,2020,9,2,2020-09-23,5732518.0,86508.0,91149.0,1129.0,4153.985,62.687,66.05,0.818,0.98,75.46
Asia,IND,India,2020,9,3,2020-09-24,5818570.0,86052.0,92290.0,1141.0,4216.342,62.356,66.877,0.827,0.98,75.46
Asia,IND,India,2020,9,4,2020-09-25,5903932.0,85362.0,93379.0,1089.0,4278.198,61.856,67.666,0.789,0.98,75.46
Asia,IND,India,2020,9,5,2020-09-26,5992532.0,88600.0,94503.0,1124.0,4342.401,64.203,68.48,0.814,0.97,75.46
Asia,IND,India,2020,9,6,2020-09-27,6074702.0,82170.0,95542.0,1039.0,4401.944,59.543,69.233,0.753,0.97,75.46
Asia,IND,India,2020,9,0,2020-09-28,6145291.0,70589.0,96318.0,776.0,4453.095,51.151,69.795,0.562,0.96,75.46
Asia,IND,India,2020,9,1,2020-09-29,6225763.0,80472.0,97497.0,1179.0,4511.408,58.313,70.65,0.854,0.96,75.46
Asia,IND,India,2020,9,2,2020-09-30,6312584.0,86821.0,98678.0,1181.0,4574.322,62.914,71.506,0.856,0.95,73.61
Asia,IND,India,2020,10,3,2020-10-01,6394068.0,81484.0,99773.0,1095.0,4633.368,59.046,72.299,0.793,0.95,73.61
Asia,IND,India,2020,10,4,2020-10-02,6473544.0,79476.0,100842.0,1069.0,4690.959,57.591,73.074,0.775,0.94,73.61
Asia,IND,India,2020,10,5,2020-10-03,6549373.0,75829.0,101782.0,940.0,4745.907,54.948,73.755,0.681,0.94,73.61
Asia,IND,India,2020,10,6,2020-10-04,6623815.0,74442.0,102685.0,903.0,4799.851,53.943,74.409,0.654,0.94,73.61
Asia,IND,India,2020,10,0,2020-10-05,6685082.0,61267.0,103569.0,884.0,4844.247,44.396,75.05,0.641,0.93,73.61
Asia,IND,India,2020,10,1,2020-10-06,6757131.0,72049.0,104555.0,986.0,4896.456,52.209,75.764,0.714,0.93,73.61
Asia,IND,India,2020,10,2,2020-10-07,6835655.0,78524.0,105526.0,971.0,4953.357,56.901,76.468,0.704,0.93,73.61
Asia,IND,India,2020,10,3,2020-10-08,6906151.0,70496.0,106490.0,964.0,5004.441,51.084,77.166,0.699,0.92,73.61
Asia,IND,India,2020,10,4,2020-10-09,6979423.0,73272.0,107416.0,926.0,5057.537,53.095,77.837,0.671,0.92,73.61
Asia,IND,India,2020,10,5,2020-10-10,7053806.0,74383.0,108334.0,918.0,5111.437,53.901,78.503,0.665,0.92,73.61
Asia,IND,India,2020,10,6,2020-10-11,7120538.0,66732.0,109150.0,816.0,5159.794,48.356,79.094,0.591,0.91,73.61
Asia,IND,India,2020,10,0,2020-10-12,7175880.0,55342.0,109856.0,706.0,5199.897,40.103,79.606,0.512,0.91,73.61
Asia,IND,India,2020,10,1,2020-10-13,7239389.0,63509.0,110586.0,730.0,5245.917,46.021,80.135,0.529,0.91,73.61
Asia,IND,India,2020,10,2,2020-10-14,7307097.0,67708.0,111266.0,680.0,5294.981,49.064,80.627,0.493,0.9,73.61
Asia,IND,India,2020,10,3,2020-10-15,7370468.0,63371.0,112161.0,895.0,5340.902,45.921,81.276,0.649,0.9,64.35
Asia,IND,India,2020,10,4,2020-10-16,7432680.0,62212.0,112998.0,837.0,5385.983,45.081,81.882,0.607,0.9,64.35
Asia,IND,India,2020,10,5,2020-10-17,7494551.0,61871.0,114031.0,1033.0,5430.817,44.834,82.631,0.749,0.9,64.35
Asia,IND,India,2020,10,6,2020-10-18,7550273.0,55722.0,114610.0,579.0,5471.195,40.378,83.05,0.42,0.89,64.35
Asia,IND,India,2020,10,0,2020-10-19,7597063.0,46790.0,115197.0,587.0,5505.101,33.906,83.476,0.425,0.89,64.35
Asia,IND,India,2020,10,1,2020-10-20,7651107.0,54044.0,115914.0,717.0,5544.263,39.162,83.995,0.52,0.89,64.35
Asia,IND,India,2020,10,2,2020-10-21,7706946.0,55839.0,116616.0,702.0,5584.726,40.463,84.504,0.509,0.89,64.35
Asia,IND,India,2020,10,3,2020-10-22,7761312.0,54366.0,117306.0,690.0,5624.121,39.396,85.004,0.5,0.89,64.35
Asia,IND,India,2020,10,4,2020-10-23,7814682.0,53370.0,117956.0,650.0,5662.795,38.674,85.475,0.471,0.89,64.35
Asia,IND,India,2020,10,5,2020-10-24,7864811.0,50129.0,118534.0,578.0,5699.12,36.325,85.894,0.419,0.89,64.35
Asia,IND,India,2020,10,6,2020-10-25,7909959.0,45148.0,119014.0,480.0,5731.836,32.716,86.242,0.348,0.89,64.35
Asia,IND,India,2020,10,0,2020-10-26,7946429.0,36470.0,119502.0,488.0,5758.264,26.427,86.595,0.354,0.89,64.35
Asia,IND,India,2020,10,1,2020-10-27,7990322.0,43893.0,120010.0,508.0,5790.07,31.806,86.963,0.368,0.9,61.57
Asia,IND,India,2020,10,2,2020-10-28,8040203.0,49881.0,120527.0,517.0,5826.216,36.146,87.338,0.375,0.9,61.57
Asia,IND,India,2020,10,3,2020-10-29,8088851.0,48648.0,121090.0,563.0,5861.468,35.252,87.746,0.408,0.9,61.57
Asia,IND,India,2020,10,4,2020-10-30,8137119.0,48268.0,121641.0,551.0,5896.444,34.977,88.145,0.399,0.91,61.57
Asia,IND,India,2020,10,5,2020-10-31,8184082.0,46963.0,122111.0,470.0,5930.475,34.031,88.486,0.341,0.91,61.57
Asia,IND,India,2020,11,6,2020-11-01,8229313.0,45231.0,122607.0,496.0,5963.251,32.776,88.845,0.359,0.91,61.57
Asia,IND,India,2020,11,0,2020-11-02,8267623.0,38310.0,123097.0,490.0,5991.012,27.761,89.2,0.355,0.91,61.57
Asia,IND,India,2020,11,1,2020-11-03,8313876.0,46253.0,123611.0,514.0,6024.529,33.517,89.573,0.372,0.92,61.57
Asia,IND,India,2020,11,2,2020-11-04,8364086.0,50210.0,124315.0,704.0,6060.913,36.384,90.083,0.51,0.92,61.57
Asia,IND,India,2020,11,3,2020-11-05,8411724.0,47638.0,124985.0,670.0,6095.433,34.52,90.569,0.486,0.93,61.57
Asia,IND,India,2020,11,4,2020-11-06,8462080.0,50356.0,125562.0,577.0,6131.923,36.49,90.987,0.418,0.93,61.57
Asia,IND,India,2020,11,5,2020-11-07,8507754.0,45674.0,126121.0,559.0,6165.02,33.097,91.392,0.405,0.93,61.57
Asia,IND,India,2020,11,6,2020-11-08,8553657.0,45903.0,126611.0,490.0,6198.282,33.263,91.747,0.355,0.93,61.57
Asia,IND,India,2020,11,0,2020-11-09,8591730.0,38073.0,127059.0,448.0,6225.872,27.589,92.071,0.325,0.93,61.57
Asia,IND,India,2020,11,1,2020-11-10,8636011.0,44281.0,127571.0,512.0,6257.959,32.088,92.442,0.371,0.93,61.57
Asia,IND,India,2020,11,2,2020-11-11,8683916.0,47905.0,128121.0,550.0,6292.673,34.714,92.841,0.399,0.93,61.57
Asia,IND,India,2020,11,3,2020-11-12,8728795.0,44879.0,128668.0,547.0,6325.194,32.521,93.237,0.396,0.93,61.57
Asia,IND,India,2020,11,4,2020-11-13,8773479.0,44684.0,129188.0,520.0,6357.573,32.38,93.614,0.377,0.93,61.57
Asia,IND,India,2020,11,5,2020-11-14,8814579.0,41100.0,129635.0,447.0,6387.356,29.783,93.938,0.324,0.93,61.57
Asia,IND,India,2020,11,6,2020-11-15,8845127.0,30548.0,130070.0,435.0,6409.492,22.136,94.253,0.315,0.93,61.57
Asia,IND,India,2020,11,0,2020-11-16,8874290.0,29163.0,130519.0,449.0,6430.624,21.133,94.579,0.325,0.93,61.57
Asia,IND,India,2020,11,1,2020-11-17,8912907.0,38617.0,130993.0,474.0,6458.608,27.983,94.922,0.343,0.94,61.57
Asia,IND,India,2020,11,2,2020-11-18,8958483.0,45576.0,131578.0,585.0,6491.634,33.026,95.346,0.424,0.94,61.57
Asia,IND,India,2020,11,3,2020-11-19,9004365.0,45882.0,132162.0,584.0,6524.881,33.248,95.769,0.423,0.94,61.57
Asia,IND,India,2020,11,4,2020-11-20,9050597.0,46232.0,132726.0,564.0,6558.383,33.501,96.178,0.409,0.95,61.57
Asia,IND,India,2020,11,5,2020-11-21,9095806.0,45209.0,133227.0,501.0,6591.143,32.76,96.541,0.363,0.94,68.98
Asia,IND,India,2020,11,6,2020-11-22,9139865.0,44059.0,133738.0,511.0,6623.07,31.927,96.911,0.37,0.94,68.98
Asia,IND,India,2020,11,0,2020-11-23,9177840.0,37975.0,134218.0,480.0,6650.588,27.518,97.259,0.348,0.94,68.98
Asia,IND,India,2020,11,1,2020-11-24,9222216.0,44376.0,134699.0,481.0,6682.744,32.156,97.608,0.349,0.94,68.98
Asia,IND,India,2020,11,2,2020-11-25,9266705.0,44489.0,135223.0,524.0,6714.982,32.238,97.987,0.38,0.94,68.98
Asia,IND,India,2020,11,3,2020-11-26,9309787.0,43082.0,135715.0,492.0,6746.201,31.219,98.344,0.357,0.93,68.98
Asia,IND,India,2020,11,4,2020-11-27,9351109.0,41322.0,136200.0,485.0,6776.144,29.943,98.695,0.351,0.93,68.98
Asia,IND,India,2020,11,5,2020-11-28,9392919.0,41810.0,136696.0,496.0,6806.441,30.297,99.055,0.359,0.92,68.98
Asia,IND,India,2020,11,6,2020-11-29,9431691.0,38772.0,137139.0,443.0,6834.537,28.096,99.376,0.321,0.92,68.98
Asia,IND,India,2020,11,0,2020-11-30,9462809.0,31118.0,137621.0,482.0,6857.086,22.549,99.725,0.349,0.91,68.98
Asia,IND,India,2020,12,1,2020-12-01,9499413.0,36604.0,138122.0,501.0,6883.611,26.525,100.088,0.363,0.91,68.98
Asia,IND,India,2020,12,2,2020-12-02,9534964.0,35551.0,138648.0,526.0,6909.372,25.762,100.469,0.381,0.9,68.98
Asia,IND,India,2020,12,3,2020-12-03,9571559.0,36595.0,139188.0,540.0,6935.89,26.518,100.861,0.391,0.9,68.98
Asia,IND,India,2020,12,4,2020-12-04,9608211.0,36652.0,139700.0,512.0,6962.45,26.559,101.232,0.371,0.9,68.98
Asia,IND,India,2020,12,5,2020-12-05,9644222.0,36011.0,140182.0,482.0,6988.544,26.095,101.581,0.349,0.89,68.98
Asia,IND,India,2020,12,6,2020-12-06,9677203.0,32981.0,140573.0,391.0,7012.444,23.899,101.864,0.283,0.89,68.98
Asia,IND,India,2020,12,0,2020-12-07,9703770.0,26567.0,140958.0,385.0,7031.695,19.251,102.143,0.279,0.88,68.98
Asia,IND,India,2020,12,1,2020-12-08,9735850.0,32080.0,141360.0,402.0,7054.941,23.246,102.434,0.291,0.88,68.98
Asia,IND,India,2020,12,2,2020-12-09,9767371.0,31521.0,141772.0,412.0,7077.783,22.841,102.733,0.299,0.88,68.98
Asia,IND,India,2020,12,3,2020-12-10,9796744.0,29373.0,142185.0,413.0,7099.067,21.285,103.032,0.299,0.88,68.98
Asia,IND,India,2020,12,4,2020-12-11,9826775.0,30031.0,142628.0,443.0,7120.829,21.762,103.353,0.321,0.87,68.98
Asia,IND,India,2020,12,5,2020-12-12,9857029.0,30254.0,143019.0,391.0,7142.752,21.923,103.637,0.283,0.87,68.98
Asia,IND,India,2020,12,6,2020-12-13,9884100.0,27071.0,143355.0,336.0,7162.369,19.617,103.88,0.243,0.87,68.98
Asia,IND,India,2020,12,0,2020-12-14,9906165.0,22065.0,143709.0,354.0,7178.358,15.989,104.137,0.257,0.87,68.98
Asia,IND,India,2020,12,1,2020-12-15,9932547.0,26382.0,144096.0,387.0,7197.475,19.117,104.417,0.28,0.87,68.98
Asia,IND,India,2020,12,2,2020-12-16,9956557.0,24010.0,144451.0,355.0,7214.873,17.398,104.674,0.257,0.87,68.98
Asia,IND,India,2020,12,3,2020-12-17,9979447.0,22890.0,144789.0,338.0,7231.46,16.587,104.919,0.245,0.87,68.98
Asia,IND,India,2020,12,4,2020-12-18,10004599.0,25152.0,145136.0,347.0,7249.686,18.226,105.171,0.251,0.87,68.98
Asia,IND,India,2020,12,5,2020-12-19,10031223.0,26624.0,145477.0,341.0,7268.979,19.293,105.418,0.247,0.87,68.98
Asia,IND,India,2020,12,6,2020-12-20,10055560.0,24337.0,145810.0,333.0,7286.615,17.635,105.659,0.241,0.87,68.98
Asia,IND,India,2020,12,0,2020-12-21,10075116.0,19556.0,146111.0,301.0,7300.785,14.171,105.877,0.218,0.87,68.98
Asia,IND,India,2020,12,1,2020-12-22,10099066.0,23950.0,146444.0,333.0,7318.141,17.355,106.119,0.241,0.87,68.98
Asia,IND,India,2020,12,2,2020-12-23,10123778.0,24712.0,146756.0,312.0,7336.048,17.907,106.345,0.226,0.87,68.98
Asia,IND,India,2020,12,3,2020-12-24,10146845.0,23067.0,147092.0,336.0,7352.763,16.715,106.588,0.243,0.87,68.98
Asia,IND,India,2020,12,4,2020-12-25,10169118.0,22273.0,147343.0,251.0,7368.903,16.14,106.77,0.182,0.87,68.98
Asia,IND,India,2020,12,5,2020-12-26,10187850.0,18732.0,147622.0,279.0,7382.477,13.574,106.972,0.202,0.87,68.98
Asia,IND,India,2020,12,6,2020-12-27,10207871.0,20021.0,147901.0,279.0,7396.984,14.508,107.174,0.202,0.87,68.98
Asia,IND,India,2020,12,0,2020-12-28,10224303.0,16432.0,148153.0,252.0,7408.892,11.907,107.357,0.183,0.87,68.98
Asia,IND,India,2020,12,1,2020-12-29,10244852.0,20549.0,148439.0,286.0,7423.782,14.891,107.564,0.207,0.88,68.98
Asia,IND,India,2020,12,2,2020-12-30,10266674.0,21822.0,148738.0,299.0,7439.595,15.813,107.781,0.217,0.88,68.98
Asia,IND,India,2020,12,3,2020-12-31,10266674.0,0.0,148738.0,0.0,7439.595,0.0,107.781,0.0,0.88,68.98
Asia,IND,India,2021,1,4,2021-01-01,10286709.0,20035.0,148994.0,256.0,7454.113,14.518,107.966,0.186,0.89,68.98
Asia,IND,India,2021,1,5,2021-01-02,10323965.0,37256.0,149435.0,441.0,7481.11,26.997,108.286,0.32,0.9,68.98
Asia,IND,India,2021,1,6,2021-01-03,10340469.0,16504.0,149649.0,214.0,7493.07,11.959,108.441,0.155,0.9,68.98
Asia,IND,India,2021,1,0,2021-01-04,10356844.0,16375.0,149850.0,201.0,7504.936,11.866,108.587,0.146,0.9,68.98
Asia,IND,India,2021,1,1,2021-01-05,10374932.0,18088.0,150114.0,264.0,7518.043,13.107,108.778,0.191,0.9,68.98
Asia,IND,India,2021,1,2,2021-01-06,10395278.0,20346.0,150336.0,222.0,7532.786,14.743,108.939,0.161,0.9,68.98
Asia,IND,India,2021,1,3,2021-01-07,10413417.0,18139.0,150570.0,234.0,7545.93,13.144,109.108,0.17,0.9,68.98
Asia,IND,India,2021,1,4,2021-01-08,10413417.0,0.0,150570.0,0.0,7545.93,0.0,109.108,0.0,0.9,68.98
Asia,IND,India,2021,1,5,2021-01-09,10450284.0,36867.0,150999.0,429.0,7572.646,26.715,109.419,0.311,0.91,68.98
Asia,IND,India,2021,1,6,2021-01-10,10466595.0,16311.0,151160.0,161.0,7584.465,11.82,109.536,0.117,0.9,68.98
Asia,IND,India,2021,1,0,2021-01-11,10479179.0,12584.0,151327.0,167.0,7593.584,9.119,109.657,0.121,0.9,68.98
Asia,IND,India,2021,1,1,2021-01-12,10495147.0,15968.0,151529.0,202.0,7605.155,11.571,109.803,0.146,0.9,68.98
Asia,IND,India,2021,1,2,2021-01-13,10512093.0,16946.0,151727.0,198.0,7617.434,12.28,109.947,0.143,0.9,68.98
Asia,IND,India,2021,1,3,2021-01-14,10527683.0,15590.0,151918.0,191.0,7628.732,11.297,110.085,0.138,0.9,68.98
Asia,IND,India,2021,1,4,2021-01-15,10542841.0,15158.0,152093.0,175.0,7639.716,10.984,110.212,0.127,0.9,68.98
Asia,IND,India,2021,1,5,2021-01-16,10557985.0,15144.0,152274.0,181.0,7650.689,10.974,110.343,0.131,0.9,68.98
Asia,IND,India,2021,1,6,2021-01-17,10571773.0,13788.0,152419.0,145.0,7660.681,9.991,110.448,0.105,0.89,68.98
Asia,IND,India,2021,1,0,2021-01-18,10581823.0,10050.0,152556.0,137.0,7667.963,7.283,110.547,0.099,0.89,68.98
Asia,IND,India,2021,1,1,2021-01-19,10595639.0,13816.0,152718.0,162.0,7677.975,10.012,110.665,0.117,0.9,68.98
Asia,IND,India,2021,1,2,2021-01-20,10610883.0,15244.0,152869.0,151.0,7689.021,11.046,110.774,0.109,0.9,68.98
Asia,IND,India,2021,1,3,2021-01-21,10625428.0,14545.0,153032.0,163.0,7699.561,10.54,110.892,0.118,0.9,68.98
Asia,IND,India,2021,1,4,2021-01-22,10639684.0,14256.0,153184.0,152.0,7709.891,10.33,111.003,0.11,0.91,68.98
Asia,IND,India,2021,1,5,2021-01-23,10654533.0,14849.0,153339.0,155.0,7720.652,10.76,111.115,0.112,0.91,68.98
Asia,IND,India,2021,1,6,2021-01-24,10667736.0,13203.0,153470.0,131.0,7730.219,9.567,111.21,0.095,0.91,68.98
Asia,IND,India,2021,1,0,2021-01-25,10676838.0,9102.0,153587.0,117.0,7736.815,6.596,111.295,0.085,0.91,68.98
Asia,IND,India,2021,1,1,2021-01-26,10689527.0,12689.0,153724.0,137.0,7746.009,9.195,111.394,0.099,0.91,63.43
Asia,IND,India,2021,1,2,2021-01-27,10701193.0,11666.0,153847.0,123.0,7754.463,8.454,111.483,0.089,0.92,57.87
Asia,IND,India,2021,1,3,2021-01-28,10720048.0,18855.0,154010.0,163.0,7768.126,13.663,111.601,0.118,0.92,57.87
Asia,IND,India,2021,1,4,2021-01-29,10733130.0,13082.0,154147.0,137.0,7777.606,9.48,111.7,0.099,0.92,57.87
Asia,IND,India,2021,1,5,2021-01-30,10746174.0,13044.0,154274.0,127.0,7787.058,9.452,111.792,0.092,0.92,57.87
Asia,IND,India,2021,1,6,2021-01-31,10757610.0,11436.0,154392.0,118.0,7795.345,8.287,111.878,0.086,0.92,57.87
Asia,IND,India,2021,2,0,2021-02-01,10766245.0,8635.0,154486.0,94.0,7801.602,6.257,111.946,0.068,0.92,57.87
Asia,IND,India,2021,2,1,2021-02-02,10777284.0,11039.0,154596.0,110.0,7809.601,7.999,112.026,0.08,0.93,57.87
Asia,IND,India,2021,2,2,2021-02-03,10790183.0,12899.0,154703.0,107.0,7818.948,9.347,112.103,0.078,0.93,57.87
Asia,IND,India,2021,2,3,2021-02-04,10802591.0,12408.0,154823.0,120.0,7827.94,8.991,112.19,0.087,0.93,57.87
Asia,IND,India,2021,2,4,2021-02-05,10814304.0,11713.0,154918.0,95.0,7836.427,8.488,112.259,0.069,0.94,57.87
Asia,IND,India,2021,2,5,2021-02-06,10826363.0,12059.0,154996.0,78.0,7845.166,8.738,112.316,0.057,0.94,57.87
Asia,IND,India,2021,2,6,2021-02-07,10838194.0,11831.0,155080.0,84.0,7853.739,8.573,112.376,0.061,0.94,57.87
Asia,IND,India,2021,2,0,2021-02-08,10847304.0,9110.0,155158.0,78.0,7860.34,6.601,112.433,0.057,0.95,57.87
Asia,IND,India,2021,2,1,2021-02-09,10858371.0,11067.0,155252.0,94.0,7868.36,8.02,112.501,0.068,0.95,57.87
Asia,IND,India,2021,2,2,2021-02-10,10871294.0,12923.0,155360.0,108.0,7877.724,9.364,112.579,0.078,0.96,57.87
Asia,IND,India,2021,2,3,2021-02-11,10880603.0,9309.0,155447.0,87.0,7884.47,6.746,112.642,0.063,0.96,57.87
Asia,IND,India,2021,2,4,2021-02-12,10892746.0,12143.0,155550.0,103.0,7893.269,8.799,112.717,0.075,0.97,57.87
Asia,IND,India,2021,2,5,2021-02-13,10904940.0,12194.0,155642.0,92.0,7902.105,8.836,112.784,0.067,0.97,57.87
Asia,IND,India,2021,2,6,2021-02-14,10916589.0,11649.0,155732.0,90.0,7910.547,8.441,112.849,0.065,0.98,57.87
Asia,IND,India,2021,2,0,2021-02-15,10925710.0,9121.0,155813.0,81.0,7917.156,6.609,112.908,0.059,0.98,57.87
Asia,IND,India,2021,2,1,2021-02-16,10937320.0,11610.0,155913.0,100.0,7925.569,8.413,112.98,0.072,0.99,57.87
Asia,IND,India,2021,2,2,2021-02-17,10950201.0,12881.0,156014.0,101.0,7934.903,9.334,113.053,0.073,1.0,57.87
Asia,IND,India,2021,2,3,2021-02-18,10963394.0,13193.0,156111.0,97.0,7944.463,9.56,113.124,0.07,1.0,57.87
Asia,IND,India,2021,2,4,2021-02-19,10977387.0,13993.0,156212.0,101.0,7954.603,10.14,113.197,0.073,1.0,57.87
Asia,IND,India,2021,2,5,2021-02-20,10991651.0,14264.0,156302.0,90.0,7964.939,10.336,113.262,0.065,1.01,57.87
Asia,IND,India,2021,2,6,2021-02-21,11005850.0,14199.0,156385.0,83.0,7975.228,10.289,113.322,0.06,1.01,57.87
Asia,IND,India,2021,2,0,2021-02-22,11016434.0,10584.0,156463.0,78.0,7982.898,7.67,113.379,0.057,1.0,57.87
Asia,IND,India,2021,2,1,2021-02-23,11030176.0,13742.0,156567.0,104.0,7992.856,9.958,113.454,0.075,,57.87
Asia,IND,India,2021,2,2,2021-02-24,11046914.0,16738.0,156705.0,138.0,8004.985,12.129,113.554,0.1,,
